Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"com.kms.katalon.keyword.draganddrop.DragAndDropKeywords.dragAndDropHtml5(findTestObject(""Object Repository/Page_BusinessRadar-Client 700/Drag/div_Und_operator and""), findTestObject(""Object Repository/Page_BusinessRadar-Client 700/Trichter/div_VERKNPFUNG NDERN Und Oder  Ohne  XOR""))",Chrome 75.0.3770.142,,,2019-07-31 13:11:47,2019-07-31 13:11:49,"2,043s",PASSED
,,,,,,,
Test Cases/V7 Bugs/V7 747,Chrome 75.0.3770.142,Problem with CollapseToLeftPanel in OverlayPanel,Bug,2019-07-31 13:11:49,2019-07-31 13:12:08,"18,475s",PASSED
"openBrowser("""")",Chrome 75.0.3770.142,,,2019-07-31 13:11:49,2019-07-31 13:11:52,"2,789s",PASSED
"navigateToUrl(""https://nostromo.profect.de:8444/v7-snapshot/#/main"")",Chrome 75.0.3770.142,,,2019-07-31 13:11:52,2019-07-31 13:12:03,"11,168s",PASSED
"setText(findTestObject(""Page_BusinessRadar-Client 700/Input fields/input_Login_username""), ""demo"")",Chrome 75.0.3770.142,,,2019-07-31 13:12:03,2019-07-31 13:12:04,"0,217s",PASSED
"setEncryptedText(findTestObject(""Page_BusinessRadar-Client 700/Input fields/input_Nutzername_password""), ""W3BsrpIC7rG/OMTzTgbg+A=="")",Chrome 75.0.3770.142,,,2019-07-31 13:12:04,2019-07-31 13:12:04,"0,182s",PASSED
"click(findTestObject(""Page_BusinessRadar-Client 700/Buttons/button_ANMELDEN""))",Chrome 75.0.3770.142,,,2019-07-31 13:12:04,2019-07-31 13:12:04,"0,099s",PASSED
"click(findTestObject(""Page_BusinessRadar-Client 700/Buttons/button_SELEKTIEREN""))",Chrome 75.0.3770.142,,,2019-07-31 13:12:04,2019-07-31 13:12:05,"0,632s",PASSED
"doubleClick(findTestObject(""Page_BusinessRadar-Client 700/Trichter/div_VERKNPFUNG NDERN Und Oder  Ohne  XOR""))",Chrome 75.0.3770.142,,,2019-07-31 13:12:05,2019-07-31 13:12:07,"2,404s",PASSED
closeBrowser(),Chrome 75.0.3770.142,,,2019-07-31 13:12:07,2019-07-31 13:12:08,"0,603s",PASSED
,,,,,,,
Test Cases/V7 Bugs/V7 763,Chrome 75.0.3770.142,Back Button in Selection Element Categories not working properly,Bug,2019-07-31 13:12:08,2019-07-31 13:13:02,"54,705s",FAILED
"openBrowser("""")",Chrome 75.0.3770.142,,,2019-07-31 13:12:08,2019-07-31 13:12:10,"2,212s",PASSED
"navigateToUrl(""https://nostromo.profect.de:8444/v7-snapshot/#/main"")",Chrome 75.0.3770.142,,,2019-07-31 13:12:10,2019-07-31 13:12:22,"12,007s",PASSED
"setText(findTestObject(""Page_BusinessRadar-Client 700/Input fields/input_Login_username""), ""demo"")",Chrome 75.0.3770.142,,,2019-07-31 13:12:22,2019-07-31 13:12:22,"0,210s",PASSED
"setEncryptedText(findTestObject(""Page_BusinessRadar-Client 700/Input fields/input_Nutzername_password""), ""W3BsrpIC7rG/OMTzTgbg+A=="")",Chrome 75.0.3770.142,,,2019-07-31 13:12:22,2019-07-31 13:12:23,"0,167s",PASSED
"click(findTestObject(""Page_BusinessRadar-Client 700/Buttons/button_ANMELDEN""))",Chrome 75.0.3770.142,,,2019-07-31 13:12:23,2019-07-31 13:12:23,"0,087s",PASSED
"click(findTestObject(""Page_BusinessRadar-Client 700/Buttons/button_SELEKTIEREN""))",Chrome 75.0.3770.142,,,2019-07-31 13:12:23,2019-07-31 13:12:24,"1,124s",PASSED
"doubleClick(findTestObject(""Page_BusinessRadar-Client 700/Trichter/div_VERKNPFUNG NDERN Und Oder  Ohne  XOR""))",Chrome 75.0.3770.142,,,2019-07-31 13:12:24,2019-07-31 13:12:26,"2,248s",PASSED
"waitForElementClickable(findTestObject(""Page_BusinessRadar-Client 700/Span/Page_BusinessRadar-Client 700/span_Kunden""), 5)",Chrome 75.0.3770.142,,,2019-07-31 13:12:26,2019-07-31 13:12:31,"5,216s",PASSED
"click(findTestObject(""Page_BusinessRadar-Client 700/Span/Page_BusinessRadar-Client 700/span_Kunden""))",Chrome 75.0.3770.142,,,2019-07-31 13:12:31,2019-07-31 13:13:02,"31,085s",FAILED
,,,,,,,
Test Cases/V7 Bugs/V7 796,Chrome 75.0.3770.142,Funnel generates level out of thin air,Bug,2019-07-31 13:13:02,2019-07-31 13:13:57,"54,408s",FAILED
"openBrowser("""")",Chrome 75.0.3770.142,,,2019-07-31 13:13:03,2019-07-31 13:13:05,"2,794s",PASSED
"navigateToUrl(""https://nostromo.profect.de:8444/v7-snapshot/#/main"")",Chrome 75.0.3770.142,,,2019-07-31 13:13:05,2019-07-31 13:13:16,"11,062s",PASSED
"setText(findTestObject(""Page_BusinessRadar-Client 700/Input fields/input_Login_username""), ""demo"")",Chrome 75.0.3770.142,,,2019-07-31 13:13:16,2019-07-31 13:13:17,"0,210s",PASSED
"setEncryptedText(findTestObject(""Page_BusinessRadar-Client 700/Input fields/input_Nutzername_password""), ""W3BsrpIC7rG/OMTzTgbg+A=="")",Chrome 75.0.3770.142,,,2019-07-31 13:13:17,2019-07-31 13:13:17,"0,166s",PASSED
"click(findTestObject(""Page_BusinessRadar-Client 700/Buttons/button_ANMELDEN""))",Chrome 75.0.3770.142,,,2019-07-31 13:13:17,2019-07-31 13:13:17,"0,080s",PASSED
"click(findTestObject(""Page_BusinessRadar-Client 700/Buttons/button_SELEKTIEREN""))",Chrome 75.0.3770.142,,,2019-07-31 13:13:17,2019-07-31 13:13:18,"0,648s",PASSED
"doubleClick(findTestObject(""Page_BusinessRadar-Client 700/Trichter/div_VERKNPFUNG NDERN Und Oder  Ohne  XOR""))",Chrome 75.0.3770.142,,,2019-07-31 13:13:18,2019-07-31 13:13:20,"2,729s",PASSED
waitForPageLoad(5),Chrome 75.0.3770.142,,,2019-07-31 13:13:20,2019-07-31 13:13:20,"0,131s",PASSED
"waitForElementClickable(findTestObject(""Page_BusinessRadar-Client 700/Buttons/button_Vertrge (1)""), 5)",Chrome 75.0.3770.142,,,2019-07-31 13:13:20,2019-07-31 13:13:26,"5,250s",PASSED
"click(findTestObject(""Page_BusinessRadar-Client 700/Buttons/button_Vertrge (1)""))",Chrome 75.0.3770.142,,,2019-07-31 13:13:26,2019-07-31 13:13:57,"30,969s",FAILED
,,,,,,,
Test Cases/V7 Bugs/V7-736,Chrome 75.0.3770.142,Funnel Overlay is broken,Bug,2019-07-31 13:13:57,2019-07-31 13:14:12,"15,703s",PASSED
"openBrowser("""")",Chrome 75.0.3770.142,,,2019-07-31 13:13:57,2019-07-31 13:14:00,"2,778s",PASSED
"navigateToUrl(""https://nostromo.profect.de:8444/v7-snapshot/#/main"")",Chrome 75.0.3770.142,,,2019-07-31 13:14:00,2019-07-31 13:14:11,"10,893s",PASSED
"setText(findTestObject(""Page_BusinessRadar-Client 700/Input fields/input_Login_username""), ""demo"")",Chrome 75.0.3770.142,,,2019-07-31 13:14:11,2019-07-31 13:14:11,"0,221s",PASSED
"setEncryptedText(findTestObject(""Page_BusinessRadar-Client 700/Input fields/input_Nutzername_password""), ""W3BsrpIC7rG/OMTzTgbg+A=="")",Chrome 75.0.3770.142,,,2019-07-31 13:14:11,2019-07-31 13:14:11,"0,167s",PASSED
"click(findTestObject(""Page_BusinessRadar-Client 700/Buttons/button_ANMELDEN""))",Chrome 75.0.3770.142,,,2019-07-31 13:14:11,2019-07-31 13:14:11,"0,088s",PASSED
"click(findTestObject(""Page_BusinessRadar-Client 700/Buttons/button_SELEKTIEREN""))",Chrome 75.0.3770.142,,,2019-07-31 13:14:11,2019-07-31 13:14:12,"0,644s",PASSED
closeBrowser(),Chrome 75.0.3770.142,,,2019-07-31 13:14:12,2019-07-31 13:14:12,"0,579s",PASSED
