Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Page_BusinessRadar-Client 700/Buttons/button_SELEKTIEREN""))",Chrome 75.0.3770.142,,,2019-08-06 09:19:41,2019-08-06 09:19:42,"0,764s",PASSED
"doubleClick(findTestObject(""Page_BusinessRadar-Client 700/Trichter/div_VERKNPFUNG NDERN Und Oder  Ohne  XOR""))",Chrome 75.0.3770.142,,,2019-08-06 09:19:42,2019-08-06 09:19:44,"2,761s",PASSED
closeBrowser(),Chrome 75.0.3770.142,,,2019-08-06 09:19:44,2019-08-06 09:19:45,"0,577s",PASSED
,,,,,,,
Test Cases/V7 Bugs/V7 796,Chrome 75.0.3770.142,Funnel generates level out of thin air,Bug,2019-08-06 09:19:45,2019-08-06 09:20:42,"57,143s",FAILED
"openBrowser("""")",Chrome 75.0.3770.142,,,2019-08-06 09:19:45,2019-08-06 09:19:47,"2,230s",PASSED
"navigateToUrl(""https://nostromo.profect.de:8444/v7-snapshot/#/main"")",Chrome 75.0.3770.142,,,2019-08-06 09:19:47,2019-08-06 09:20:00,"12,513s",PASSED
"setText(findTestObject(""Page_BusinessRadar-Client 700/Input fields/input_Login_username""), ""demo"")",Chrome 75.0.3770.142,,,2019-08-06 09:20:00,2019-08-06 09:20:00,"0,257s",PASSED
"setEncryptedText(findTestObject(""Page_BusinessRadar-Client 700/Input fields/input_Nutzername_password""), ""W3BsrpIC7rG/OMTzTgbg+A=="")",Chrome 75.0.3770.142,,,2019-08-06 09:20:00,2019-08-06 09:20:01,"0,288s",PASSED
"click(findTestObject(""Page_BusinessRadar-Client 700/Buttons/button_ANMELDEN""))",Chrome 75.0.3770.142,,,2019-08-06 09:20:01,2019-08-06 09:20:01,"0,133s",PASSED
"click(findTestObject(""Page_BusinessRadar-Client 700/Buttons/button_SELEKTIEREN""))",Chrome 75.0.3770.142,,,2019-08-06 09:20:01,2019-08-06 09:20:02,"1,203s",PASSED
"doubleClick(findTestObject(""Page_BusinessRadar-Client 700/Trichter/div_VERKNPFUNG NDERN Und Oder  Ohne  XOR""))",Chrome 75.0.3770.142,,,2019-08-06 09:20:02,2019-08-06 09:20:05,"3,456s",PASSED
waitForPageLoad(5),Chrome 75.0.3770.142,,,2019-08-06 09:20:05,2019-08-06 09:20:06,"0,263s",PASSED
"waitForElementClickable(findTestObject(""Page_BusinessRadar-Client 700/Buttons/button_Vertrge (1)""), 5)",Chrome 75.0.3770.142,,,2019-08-06 09:20:06,2019-08-06 09:20:11,"5,271s",PASSED
"click(findTestObject(""Page_BusinessRadar-Client 700/Buttons/button_Vertrge (1)""))",Chrome 75.0.3770.142,,,2019-08-06 09:20:11,2019-08-06 09:20:42,"31,175s",FAILED
,,,,,,,
Test Cases/V7 Bugs/V7-736,Chrome 75.0.3770.142,Funnel Overlay is broken,Bug,2019-08-06 09:20:42,2019-08-06 09:21:00,"17,767s",PASSED
"openBrowser("""")",Chrome 75.0.3770.142,,,2019-08-06 09:20:42,2019-08-06 09:20:45,"2,818s",PASSED
"navigateToUrl(""https://nostromo.profect.de:8444/v7-snapshot/#/main"")",Chrome 75.0.3770.142,,,2019-08-06 09:20:45,2019-08-06 09:20:58,"12,767s",PASSED
"setText(findTestObject(""Page_BusinessRadar-Client 700/Input fields/input_Login_username""), ""demo"")",Chrome 75.0.3770.142,,,2019-08-06 09:20:58,2019-08-06 09:20:58,"0,191s",PASSED
"setEncryptedText(findTestObject(""Page_BusinessRadar-Client 700/Input fields/input_Nutzername_password""), ""W3BsrpIC7rG/OMTzTgbg+A=="")",Chrome 75.0.3770.142,,,2019-08-06 09:20:58,2019-08-06 09:20:58,"0,193s",PASSED
"click(findTestObject(""Page_BusinessRadar-Client 700/Buttons/button_ANMELDEN""))",Chrome 75.0.3770.142,,,2019-08-06 09:20:58,2019-08-06 09:20:59,"0,148s",PASSED
"click(findTestObject(""Page_BusinessRadar-Client 700/Buttons/button_SELEKTIEREN""))",Chrome 75.0.3770.142,,,2019-08-06 09:20:59,2019-08-06 09:20:59,"0,681s",PASSED
closeBrowser(),Chrome 75.0.3770.142,,,2019-08-06 09:20:59,2019-08-06 09:21:00,"0,585s",PASSED
